li	unicode	GHC	homophones	sea	GX2021	GX202404	GX202411
3459	𗆉	kio¹	5	1.50	qʕoʶ¹	qao̱¹	qao̱¹
3460	𗃈	sjwɨ¹	6	1.30	swə¹	swə¹	swə¹
3461	𗂃	tśhjwa̱¹	7	1.21	tśhwaa¹	tśhwaw¹	tśhwaw¹
3462	𗂒	kwar¹	5	1.80	qwaʶr¹	rqwa̱r¹	rqwa̱r¹
3463	𗅰	lwəj¹	9	1.40	lwəʶj¹	lwe̱ṁ¹	lwe̱ṃ¹
3465	𗁮	tśhji¹	7	1.10	tśhi¹	tśhi¹	tśhi¹
3466	𗁛	lạ²	9	2.56	lạʶ²	la̱h²	lla̱h²
3467	𗂱	lə¹	9	1.27	ləʶ¹	lə̱¹	lə̱¹
3468	𗃅	wer¹	2	1.77	wiʶr¹	rvi̱r¹	rvwi̱r¹
3469	𗹬	sjij²	6	2.33	se²	se²	se²
3470	𗹟	mə¹	1	1.27	məʶ¹	mə̱¹	mə̱¹
3471	𗂳	tśjɨ̱r²	7	2.85	tśəər²	rtśər²	rtśər²
3472	𗀸	the̱j¹	3	1.37	ntheʶ¹	nthe̱¹	nthe̱¹
3473	𗂯	gar²	5	2.73	ɢaʶr²	rġa̱r²	rġa̱r²
3474	𗄶	tśhiew¹	7	1.44	tśhʕiʶw¹	tṣhai̱w¹	tṣhai̱w¹
3475	𗅤	mar²	1	2.73	maʶr²	rma̱r²	rma̱r²
3476	𗆴	la¹	9	1.17	laʶ¹	la̱¹	la̱¹
3477	𗄵	ɣiwəj¹	8	1.41	ʁʕwəʶj¹	γwae̱ṁ¹	ġhwae̱ṃ¹
3478	𗆢	khiwə¹	5	1.28	qhʕwəʶ¹	qhwaə̱¹	qhwaə̱¹
3479	𗆯	tshjɨ²	6	2.28	tshə²	tshə²	tshə²
3480	𗆶	rjar²	9	2.74	rar²	rar²	rar²
3481	𗹹	phjij¹	1	1.36	phe¹	phe¹	phe¹
3482	𗂴	tśjɨ̱r¹	7	1.92	tśəər¹	rtśər¹	rtśər¹
3483	𗀳	tśjɨ̱r¹	7	1.92	tśəər¹	rtśər¹	rtśər¹
3484	𗀺	nər²	3	2.76	nəʶr²	rnə̱r²	rnə̱r²
3485	𗁅	lạ¹	9	1.63	lạʶ¹	la̱h¹	lla̱h¹
3486	𗁃	kjụ¹	5	1.59	kụ¹	kuh¹	kuh¹
3487	𗁊	bjạ¹	1	1.64	bạ¹	bah¹	bah¹
3488	𗄴	twe̱²	3	2.11	ntwiʶ²	ntwi̱²	ntwi̱²
3489	𘴀	gja̱²	5	2.21	ŋga²	ŋga²	ŋga²
3490	𗅎	khiwə¹	5	1.28	qhʕwəʶ¹	qhwaə̱¹	qhwaə̱¹
3491	𗅀	rjur¹	9	1.76	rur¹	rur¹	rur¹
3492	𗅼	tjọ¹	3	1.72	tọ¹	toh¹	toh¹
3493	𗅣	rjur¹	9	1.76	rur¹	rur¹	rur¹
3494	𗅿	dzjịj¹	6	1.61	dzẹ¹	dzeh¹	dzeh¹
3495	𗡽	tśiwəj²	7	2.36	tśʕwəʶj²	tṣwae̱ṁ²	tṣwae̱ṃ²
3497	𗄿	lụ²	9	2.51	lụʶ²	lu̱h²	llu̱h²
3498	𗅌	ɣor²	8	2.80	ʁoʶr²	rγo̱r²	rġho̱r²
3500	𗆹	ˑji̱j¹	8	1.39	ˑjee¹	n·ye¹	nye¹
3501	𗆼	ˑjiw²	8	2.40	ˑjiw²	yiw²	yiw²
3502	𗆰	lja¹	9	1.20	la¹	la¹	lla¹
3503	𗆱	tha²	3	2.14	thaʶ²	tha̱²	tha̱²
3504	𗇁	śjã¹	7	1.26	śã¹	śaṁ¹	śaṃ¹
3505	𗅭	ŋewr¹	5	1.87	ɴiʶwr¹	rŋi̱wr¹	rŋi̱wr¹
3506	𗁦	bjịj¹	1	1.61	bẹ¹	beh¹	beh¹
3507	𗃊	pho¹	1	1.49	phoʶ¹	pho̱¹	pho̱¹
3508	𗂸	bji²	1	2.10	bi²	bi²	bi²
3509	𗂘	kji̱r²	5	2.86	kiir²	rker²	rker²
3510	𗃎	ˑjijr¹	8	1.74	ˑjer¹	ryer¹	ryer¹
3511	𗃏	kjọ²	5	2.64	kọ²	koh²	koh²
3512	𗹻	dew¹	3	1.43	diʶw¹	di̱w¹	di̱w¹
3513	𗹦	mə¹	1	1.27	məʶ¹	mə̱¹	mə̱¹
3514	𗺃	rjor²	9	2.81	ror²	ror²	ror²
3515	𗃁	phja²	1	2.17	pha²	pha²	pha²
3516	𗎩	kia¹	5	1.18	qʕaʶ¹	qaa̱¹	qaa̱¹
3517	𗅡	khiwə¹	5	1.28	qhʕwəʶ¹	qhwaə̱¹	qhwaə̱¹
3518	𗂕	miej¹	1	1.34	mʕeʶ¹	mae̱¹	mae̱¹
3519	𗂏	ˑju¹	8	1.02	ˑju¹	yu¹	yu¹
3520	𗶰	njij²	3	2.33	ne²	ne²	ne²
3521	𘝔	śjwu¹	7	1.02	śwu¹	śwu¹	śwu¹
3522	𘝒	śjwu¹	7	1.02	śwu¹	śwu¹	śwu¹
3523	𘉧	dźja̱²	7	2.18	dźaa²	dźaw²	dźaw²
3524	𗌣	gju¹	5	1.03	gu¹	gu¹	gu¹
3525	𘈉	tshjwu¹	6	1.03	tshwu¹	tshwu¹	tshwu¹
3526	𗢦	gji²	5	2.10	gi²	gi²	gi²
3527	𗋸	mja¹	1	1.20	ma¹	ma¹	ma¹
3528	𘉼	tho̱²	3	2.45	nthoʶ²	ntho̱²	ntho̱²
3529	𗋹	niọ²	3	2.63	nʕọʶ²	no̱h²	no̱h²
3530	𘉸	djɨr²	3	2.77	dər²	rdər²	rdər²
3531	𘉽	dze¹	6	1.08	dziʶ¹	dzi̱¹	dzi̱¹
3532	𘊎	phjar¹	1	1.82	phar¹	rphar¹	rphar¹
3533	𗋱	dji̱²	3	2.12	ndi²	ndi²	ndi²
3534	𗊠	gjij¹	5	1.36	ge¹	ge¹	ge¹
3535	𗏈	ŋwu²	5	2.01	ɴwuʶ²	ŋwu̱²	ŋwu̱²
3536	𗊘	ɣiej¹	8	1.34	ʁʕeʶ¹	γae̱¹	ġhae̱¹
3537	𗌔	thwã²	3	2.22	thwãʶ²	thwa̱ṁ²	thwa̱ṃ²
3538	𗇇	xwa¹	8	1.17	χwaʶ¹	hwa̱¹	hwa̱¹
3539	𗊐	zər²	9	2.76	zəʶr²	rzə̱r²	rzə̱r²
3540	𗊡	xa¹	8	1.17	χaʶ¹	ha̱¹	ha̱¹
3541	𗊞	gji¹	5	1.11	gi¹	gi¹	gi¹
3542	𗋤	zjɨ̱r²	9	2.85	zəər²	rzər²	rzər²
3543	𘉨	dzwə¹	6	1.27	dzwəʶ¹	dzwə̱¹	dzwə̱¹
3544	𗊝	dźja̱¹	7	1.21	dźaa¹	dźaw¹	dźaw¹
3545	𗢕	lhjɨ̱r¹	9	1.92	lhəər¹	rlhər¹	rlhər¹
3546	𗏅	ˑjwɨ̱¹	8	1.32	ˑjwəə¹	n·ywə¹	nywə¹
3547	𗊮	lia²	9	2.15	lʕaʶ²	laa̱²	laa̱²
3549	𗌇	kjɨ̣²	5	2.61	kə̣²	kəh²	kəh²
3550	𗋜	tsja²	6	2.17	tsa²	tsa²	tsa²
3551	𘊄	niow²	4	2.48	nʕoʶw²	ṇao̱ṁ²	ṇao̱ṃ²
3552	𘊁	khjiw²	5	2.40	khiw²	khiw²	khiw²
3553	𗋳	kwã¹	5	1.24	qwãʶ¹	qwa̱ṁ¹	qwa̱ṃ¹
3554	𗃛	ljow¹	9	1.56	low¹	loṁ¹	loṃ¹
3555	𗌆	śjwij²	7	2.32	śwe²	śwe²	śwe²
3556	𗌠	nia̱²	3	2.20	nnʕaʶ²	nnaa̱²	nnaa̱²
3557	𗌩	pjɨ̣j²	1	2.55	pə̣j²	peṁh²	peṃh²
3558	𗐊	piə̣j²	1	2.65	pʕə̣ʶj²	pae̱ṁh²	pae̱ṃh²
3559	𗫹	ɣwə¹	8	1.27	ʁwəʶ¹	γwə̱¹	ġhwə̱¹
3561	𗬂	war¹	2	1.80	waʶr¹	rva̱r¹	rvwa̱r¹
3562	𗬅	mja̱¹	1	1.23	mma¹	mma¹	mma¹
3564	𗬊	ɣwə¹	8	1.27	ʁwəʶ¹	γwə̱¹	ġhwə̱¹
3565	𗤤	thu¹	3	1.01	thuʶ¹	thu̱¹	thu̱¹
3566	𗥡	lu²	9	2.01	luʶ²	lu̱²	lu̱²
3567	𘊞	lu²	9	2.01	luʶ²	lu̱²	lu̱²
3569	𗤣	mja¹	1	1.20	ma¹	ma¹	ma¹
3570	𗤨	dźju²	7	2.02	dźu²	dźu²	dźu²
3571	𗿑	xwər¹	8	1.84	χwəʶr¹	rhwə̱r¹	rhwə̱r¹
3572	𘊟	ŋwo²	5	2.42	ɴwoʶ²	ŋwo̱²	ŋwo̱²
3573	𗏟	lo¹	9	1.49	loʶ¹	lo̱¹	lo̱¹
3574	𗥤	tsjij²	6	2.33	tse²	tse²	tse²
3575	𗨉	nji²	3	2.10	ni²	ni²	ni²
3576	𗩯	sjwij¹	6	1.36	swe¹	swe¹	swe¹
3577	𗪕	bji̱²	1	2.12	mbi²	mbi²	mbi²
3579	𗿂	kjij²	5	2.33	ke²	ke²	ke²
3580	𗦙	sjị¹	6	1.67	sị¹	sih¹	sih¹
3581	𗪪	śjwu¹	7	1.02	śwu¹	śwu¹	śwu¹
3582	𗨊	kjɨ̱r²	5	2.85	kəər²	rkər²	rkər²
3583	𗫂	tja¹	3	1.20	ta¹	ta¹	ta¹
3584	𗽼	ljwị²	9	2.60	lwị²	lwih²	llwih²
3585	𗻿	sjwɨ¹	6	1.30	swə¹	swə¹	swə¹
3586	𗩢	śjwa̱¹	7	1.21	śwaa¹	śwaw¹	śwaw¹
3587	𗪦	pia¹	1	1.18	pʕaʶ¹	paa̱¹	paa̱¹
3588	𗫅	new¹	3	1.43	niʶw¹	ni̱w¹	ni̱w¹
3589	𗿳	dzjɨj¹	6	1.42	dzəj¹	dzeṁ¹	dzeṃ¹
3590	𗤡	gji̱¹	5	1.14	ŋgi¹	ŋgi¹	ŋgi¹
3591	𗤬	nji̱²	3	2.12	nni²	nni²	nni²
3592	𗧅	ɣjɨr¹	8	1.86	ɣər¹	rγər¹	rghər¹
3593	𗩡	wjij²	2	2.32	we²	ve²	ve²
3594	𗫊	bə¹	1	1.27	bəʶ¹	bə̱¹	bə̱¹
3595	𗨗	dzu̱²	6	2.05	ndzuʶ²	ndzu̱²	ndzu̱²
3596	𗫁	ɣiwe¹	8	1.09	ʁʕwiʶ¹	γwai̱¹	ġhwai̱¹
3597	𗬕	mjijr²	1	2.68	mer²	rmer²	rmer²
3598	𗨾	xej²	8	2.30	χeʶ²	he̱²	he̱²
3599	𗪮	me̱²	1	2.11	mmiʶ²	mmi̱²	mmi̱²
3600	𗾤	ɣju¹	8	1.03	ɣu¹	γu¹	ghu¹
3601	𗽭	khew²	5	2.38	qhiʶw²	qhi̱w²	qhi̱w²
3602	𘔵	kwə̱¹	5	1.31	ɴqwəʶ¹	ŋqwə̱¹	ŋqwə̱¹
3603	𗺴	thọ¹	3	1.70	thọʶ¹	tho̱ṁh¹	tho̱ṃh¹
3604	𗻉	lu²	9	2.01	luʶ²	lu̱²	lu̱²
3605	𗻌	tshə¹	6	1.27	tshəʶ¹	tshə̱¹	tshə̱¹
3606	𗦾	ˑju̱¹	8	1.07	ˑjuu¹	n·yu¹	nyu¹
3608	𗿴	bowr¹	1	1.91	boʶwr¹	rbo̱ṁr¹	rbo̱ṃr¹
3609	𗻦	zẽ²	9	2.13	zĩʶ²	zi̱ṁ²	zi̱ṃ²
3610	𗻱	tsewr¹	6	1.87	tsiʶwr¹	rtsi̱wr¹	rtsi̱wr¹
3611	𗩜	tser¹	6	1.77	tsiʶr¹	rtsi̱r¹	rtsi̱r¹
3612	𗿧	tsə̣¹	6	1.68	tsə̣ʶ¹	tsə̱h¹	tsə̱h¹
3613	𗫨	dwewr²	3	2.78	dwiʶwr²	rdwi̱wr²	rdwi̱wr²
3614	𗤷	kạ¹	5	1.63	qạʶ¹	qa̱h¹	qa̱h¹
3615	𗧞	tsji²	6	2.10	tsi²	tsi²	tsi²
3616	𗪧	śjụ¹	7	1.59	śụ¹	śuh¹	śuh¹
3617	𗦃	xwej²	8	2.30	χweʶ²	hwe̱²	hwe̱²
3618	𗦽	na¹	3	1.17	naʶ¹	na̱¹	na̱¹
3619	𗢿	tshjwĩ¹	6	1.16	tshwĩ¹	tshwiṁ¹	tshwiṃ¹
3620	𗣨	thjij¹	3	1.36	the¹	the¹	the¹
3621	𗣬	wjo¹	2	1.51	wo¹	vo¹	vo¹
3622	𗤫	kjɨ̱r²	5	2.85	kəər²	rkər²	rkər²
3623	𗥬	ˑjij¹	8	1.36	ˑje¹	ye¹	ye¹
3624	𗨐	pej¹	1	1.33	peʶ¹	pe̱¹	pe̱¹
3625	𗾘	wjịj²	2	2.54	wẹ²	veh²	veh²
3626	𗿈	khjij²	5	2.33	khe²	khe²	khe²
3627	𗧶	nji²	3	2.10	ni²	ni²	ni²
3628	𗤩	ɣjwã¹	8	1.26	ɣwã¹	γwaṁ¹	ghwaṃ¹
3629	𗪑	khjwar¹	5	1.82	khwar¹	rkhwar¹	rkhwar¹
3630	𗣟	wjijr¹	2	1.74	wer¹	rver¹	rver¹
3631	𗥆	mjijr²	1	2.68	mer²	rmer²	rmer²
3632	𗽝	kiwa¹	5	1.18	qʕwaʶ¹	qwaa̱¹	qwaa̱¹
3633	𗿃	də̣¹	3	1.68	də̣ʶ¹	də̱h¹	də̱h¹
3634	𗧫	phio²	1	2.43	phʕoʶ²	phao̱²	phao̱²
3635	𗿕	ˑwụ²	8	2.51	ˑwụʶ²	γwu̱h²	ġhwu̱h²
3638	𗪸	rar²	9	2.73	raʶr²	ra̱r²	ra̱r²
3639	𗣀	rjijr²	9	2.68	rer²	rer²	rer²
3640	𗣩	tha²	3	2.14	thaʶ²	tha̱²	tha̱²
3641	𗤟	tsjir¹	6	1.79	tsir¹	rtsir¹	rtsir¹
3642	𗬓	tshjwu¹	6	1.03	tshwu¹	tshwu¹	tshwu¹
3643	𗥧	khjar¹	5	1.82	khar¹	rkhar¹	rkhar¹
3644	𗧉	wji²	2	2.09	wi²	vi²	vi²
3645	𗾌	wejr¹	2	1.73	weʶr¹	rve̱r¹	rvwe̱r¹
3646	𗩛	no²	3	2.42	noʶ²	no̱²	no̱²
3647	𗿨	kiwəj¹	5	1.41	qʕwəʶj¹	qwae̱ṁ¹	qwae̱ṃ¹
3648	𗻜	phiej²	1	2.31	phʕeʶ²	phae̱²	phae̱²
3649	𘊚	we¹	2	1.08	wiʶ¹	vi̱¹	vwi̱¹
3650	𗺜	dzə̣¹	6	1.68	dzə̣ʶ¹	dzə̱h¹	dzə̱h¹
3651	𗺦	rur¹	9	1.75	ruʶr¹	ru̱r¹	ru̱r¹
3652	𗫜	ˑjiw²	8	2.40	ˑjiw²	yiw²	yiw²
3653	𗻙	dźjow¹	7	1.56	dźow¹	dźoṁ¹	dźoṃ¹
3655	𗏓	ljị²	9	2.60	lị²	lih²	llih²
3656	𗨱	nju²	3	2.03	nu²	nu²	nu²
3657	𗿅	ˑjɨ¹	8	1.30	ˑjə¹	yə¹	yə¹
3659	𗧆	tja¹	3	1.20	ta¹	ta¹	ta¹
3660	𗨘	ba²	1	2.14	baʶ²	ba̱²	ba̱²
3661	𗩦	ko²	5	2.42	qoʶ²	qo̱²	qo̱²
3662	𗨚	ka̱r¹	5	1.83	ɴqaʶr¹	ŋqa̱r¹	ŋqa̱r¹
3663	𗨏	dźjow¹	7	1.56	dźow¹	dźoṁ¹	dźoṃ¹
3664	𗬑	tśjɨ¹	7	1.29	tśə¹	tśə¹	tśə¹
3665	𗬔	lhjạ¹	9	1.64	lhạ¹	lhah¹	lhah¹
3666	𗽞	thjɨj¹	3	1.42	thəj¹	theṁ¹	theṃ¹
3667	𗽇	tśhia¹	7	1.18	tśhʕaʶ¹	tṣhaa̱¹	tṣhaa̱¹
3668	𗽈	ljị¹	9	1.67	lị¹	lih¹	llih¹
3669	𗽮	na¹	3	1.17	naʶ¹	na̱¹	na̱¹
3670	𗾗	xja²	8	2.17	xa²	ha²	ha²
3671	𗾚	njij¹	3	1.36	ne¹	ne¹	ne¹
3672	𗿛	bã¹	1	1.24	bãʶ¹	ba̱ṁ¹	ba̱ṃ¹
3673	𗿉	ɣju¹	8	1.03	ɣu¹	γu¹	ghu¹
3674	𗪌	kjwɨ̱r¹	5	1.92	kwəər¹	rkwər¹	rkwər¹
3675	𗬜	kjọ¹	5	1.72	kọ¹	koh¹	koh¹
3676	𗤦	śiə²	7	2.26	śʕəʶ²	ṣaə̱²	ṣaə̱²
3677	𗥥	rjir¹	9	1.79	rir¹	rir¹	rir¹
3678	𗧊	to²	3	2.42	toʶ²	to̱²	to̱²
3679	𗥖	tjwɨ¹	3	1.30	twə¹	twə¹	twə¹
3680	𗦱	xwa¹	8	1.17	χwaʶ¹	hwa̱¹	hwa̱¹
3681	𗩊	tsor²	6	2.80	tsoʶr²	rtso̱r²	rtso̱r²
3682	𗩋	mə¹	1	1.27	məʶ¹	mə̱¹	mə̱¹
3683	𗾥	sja²	6	2.17	sa²	sa²	sa²
3684	𘴄	śie²	7	2.08	śʕiʶ²	ṣai̱²	ṣai̱²
3685	𗨂	ˑjɨj¹	8	1.42	ˑjəj¹	yeṁ¹	yeṃ¹
3686	𗪡	gjwo²	5	2.44	gwo²	gwo²	gwo²
3687	𗩰	kwa¹	5	1.17	qwaʶ¹	qwa̱¹	qwa̱¹
3688	𗫠	gjwɨr¹	5	1.86	gwər¹	rgwər¹	rgwər¹
3689	𗽠	lu̱¹	9	1.05	nluʶ¹	nlu̱¹	nllu̱¹
3690	𗾺	bjij²	1	2.33	be²	be²	be²
3692	𗫢	bə¹	1	1.27	bəʶ¹	bə̱¹	bə̱¹
3694	𗿬	kjwɨ¹	5	1.30	kwə¹	kwə¹	kwə¹
3695	𗺷	zjur²	9	2.70	zur²	rzur²	rzur²
3696	𗧣	na¹	3	1.17	naʶ¹	na̱¹	na̱¹
3697	𗪊	bji¹	1	1.11	bi¹	bi¹	bi¹
3698	𗿍	śja̱¹	7	1.21	śaa¹	śaw¹	śaw¹
3699	𗻊	do²	3	2.42	doʶ²	do̱²	do̱²
3700	𗻚	niọ²	3	2.63	nʕọʶ²	no̱h²	no̱h²
3701	𗺮	we²	2	2.07	wiʶ²	vi̱²	vwi̱²
3702	𗩬	śji²	7	2.09	śi²	śi²	śi²
3703	𗿸	we²	2	2.07	wiʶ²	vi̱²	vwi̱²
3704	𗻰	tshew²	6	2.38	tshiʶw²	tshi̱w²	tshi̱w²
3705	𗻷	thu²	3	2.01	thuʶ²	thu̱²	thu̱²
3706	𗏺	rjijr²	9	2.68	rer²	rer²	rer²
3707	𗐀	rjijr²	9	2.68	rer²	rer²	rer²
3708	𗧤	phja¹	1	1.20	pha¹	pha¹	pha¹
3711	𗫄	dzjwɨ¹	6	1.30	dzwə¹	dzwə¹	dzwə¹
3712	𗧛	gjịj¹	5	1.61	gẹ¹	geh¹	geh¹
3713	𗧟	źjɨ̱¹	9	1.32	nźə¹	nźə¹	nźə¹
3714	𗩗	dzjɨj¹	6	1.42	dzəj¹	dzeṁ¹	dzeṃ¹
3715	𗫧	njwɨ¹	3	1.30	nwə¹	nwə¹	nwə¹
3717	𗧃	gji²	5	2.10	gi²	gi²	gi²
3718	𗏸	mja¹	1	1.20	ma¹	ma¹	ma¹
3719	𗻋	lhew²	9	2.38	lhiʶw²	lhi̱w²	lhi̱w²
3720	𗏢	ɣur¹	8	1.75	ʁuʶr¹	rγu̱r¹	rġhu̱r¹
3721	𗽔	bə²	1	2.25	bəʶ²	bə̱²	bə̱²
3722	𗟟	piọ¹	1	1.71	pʕọʶ¹	po̱h¹	po̱h¹
3723	𘜨	tśhiwej¹	7	1.34	tśhʕweʶ¹	tṣhwae̱¹	tṣhwae̱¹
3724	𘚵	ko̱²	5	2.45	ɴqoʶ²	ŋqo̱²	ŋqo̱²
3725	𘝐	ɣiej¹	8	1.34	ʁʕeʶ¹	γae̱¹	ġhae̱¹
3726	𘜧	kwụ²	5	2.51	qwụʶ²	qwu̱h²	qwu̱h²
3727	𘚬	ɣẽ¹	8	1.15	ʁĩʶ¹	γi̱ṁ¹	ġhi̱ṃ¹
3728	𗺈	thjij²	3	2.33	the²	the²	the²
3729	𗃚	ne̱j²	3	2.34	nneʶ²	nne̱²	nne̱²
3730	𗃟	kə¹	5	1.27	qəʶ¹	qə̱¹	qə̱¹
3731	𗃴	khju̱¹	5	1.06	ŋkhu¹	ŋqhau̱¹	ŋqhau̱¹
3732	𗃞	kə¹	5	1.27	qəʶ¹	qə̱¹	qə̱¹
3733	𗃾	njɨ̣²	3	2.61	nə̣²	nəh²	nəh²
3734	𗃻	njɨ̣²	3	2.61	nə̣²	nəh²	nəh²
3735	𘓞	tjị¹	3	1.67	tị¹	tih¹	tih¹
3736	𗃘	ˑo²	8	2.42	ˑoʶ²	γo̱²	wo̱²
3737	𘓕	rjur¹	9	1.76	rur¹	rur¹	rur¹
3738	𘓖	kow¹	5	1.54	qoʶw¹	qo̱ṁ¹	qo̱ṃ¹
3739	𗃥	kə¹	5	1.27	qəʶ¹	qə̱¹	qə̱¹
3740	𗬩	kie¹	5	1.09	qʕiʶ¹	qai̱¹	qai̱¹
3741	𗬮	djɨr²	3	2.77	dər²	rdər²	rdər²
3742	𗴙	zew²	9	2.38	ziʶw²	zi̱w²	zi̱w²
3744	𘓟	dźiej²	7	2.31	dźʕeʶ²	dẓae̱²	dẓae̱²
3745	𗬭	dźja̱²	7	2.21	ndźa²	ndźa²	ndźa²
3746	𗬰	dźji²	4	2.09	dźi²	dźi²	dźi²
3747	𗴤	ˑjiw²	8	2.40	ˑjiw²	yiw²	yiw²
3748	𗼫	sju²	6	2.03	su²	su²	su²
3749	𗼘	phow¹	1	1.54	phoʶw¹	pho̱ṁ¹	pho̱ṃ¹
3750	𗼟	śjwu²	7	2.02	śwu²	śwu²	śwu²
3751	𗼉	sjwij¹	6	1.36	swe¹	swe¹	swe¹
3752	𗼎	mjɨ²	1	2.28	mə²	mə²	mə²
3753	𗼞	kow²	5	2.47	qoʶw²	qo̱ṁ²	qo̱ṃ²
3754	𗼢	zər²	9	2.76	zəʶr²	rzə̱r²	rzə̱r²
3755	𘉆	tsha¹	6	1.17	tshaʶ¹	tsha̱¹	tsha̱¹
3756	𗺓	twẹ²	3	2.58	twịʶ²	twi̱h²	twi̱h²
3757	𗁂	dzjiw²	6	2.40	dziw²	dziw²	dziw²
3758	𗂷	twẹ¹	3	1.65	twịʶ¹	twi̱h¹	twi̱h¹
3759	𗁉	phjịj¹	1	1.61	phẹ¹	pheh¹	pheh¹
3760	𗆖	rjar¹	9	1.82	rar¹	rar¹	rar¹
3761	𗆜	tsar¹	6	1.80	tsaʶr¹	rtsa̱r¹	rtsa̱r¹
3762	𗄳	mja̱¹	1	1.23	mma¹	mma¹	mma¹
3763	𗄽	śiã¹	7	1.25	śʕãʶ¹	ṣaa̱ṁ¹	ṣaa̱ṃ¹
3764	𗂦	ˑjir²	8	2.72	ˑjir²	ryir²	ryir²
3765	𗹺	ɣiã²	8	2.23	ʁʕãʶ²	γaa̱ṁ²	ġhaa̱ṃ²
3766	𗀹	zji¹	9	1.11	zi¹	zi¹	zi¹
3767	𗅟	rewr¹	9	1.87	riʶwr¹	ri̱wr¹	ri̱wr¹
3768	𗆏	tśjụ²	7	2.52	tśụ²	tśuh²	tśuh²
3769	𗆪	ˑji̱j¹	8	1.39	ˑjee¹	n·ye¹	nye¹
3770	𘝑	tswe̱¹	6	1.12	ntswiʶ¹	ntswi̱¹	ntswi̱¹
3771	𗎿	po¹	1	1.49	poʶ¹	po̱¹	po̱¹
3772	𗊻	śjo²	7	2.44	śo²	śo²	śo²
3773	𗊜	źju²	9	2.02	źu²	źu²	źu²
3774	𘊇	śjow¹	7	1.56	śow¹	śoṁ¹	śoṃ¹
3775	𘊅	po¹	1	1.49	poʶ¹	po̱¹	po̱¹
3776	𗋍	tswụ¹	6	1.58	tswụʶ¹	tswu̱h¹	tswu̱h¹
3777	𘉣	pjụ¹	1	1.59	pụ¹	puh¹	puh¹
3778	𗢙	njar²	3	2.74	nar²	rnar²	rnar²
3779	𗫾	ljɨ̣²	9	2.61	lə̣²	ləh²	lləh²
3780	𗨇	tśio̱w¹	7	1.57	tśʕooʶw¹	tśuo¹	tśuo¹
3781	𗧷	lwụ¹	9	1.58	lwụʶ¹	lwu̱h¹	llwu̱h¹
3782	𗥕	zu²	9	2.01	zuʶ²	zu̱²	zu̱²
3783	𗨕	bio̱²	1	2.46	mbʕoʶ²	mbao̱²	mbao̱²
3784	𗣲	bio¹	1	1.50	bʕoʶ¹	bao̱¹	bao̱¹
3785	𗺶	ˑjiw²	8	2.40	ˑjiw²	yiw²	yiw²
3786	𗬝	rer²	9	2.71	riʶr²	ri̱r²	ri̱r²
3787	𗤥	ŋiạ¹	5	1.64	ɴʕạʶ¹	ŋaa̱h¹	ŋaa̱h¹
3788	𗥣	tsu²	6	2.01	tsuʶ²	tsu̱²	tsu̱²
3789	𗦮	phjij¹	1	1.36	phe¹	phe¹	phe¹
3791	𗤢	bji²	1	2.10	bi²	bi²	bi²
3792	𗽆	ljwu¹	9	1.03	lwu¹	lwu¹	lwu¹
3793	𗺵	so²	6	2.42	soʶ²	so̱²	so̱²
3794	𗻺	wjạ²	2	2.57	wạ²	vah²	vah²
3795	𗺥	biẹj¹	1	1.60	bʕẹʶ¹	bae̱h¹	bae̱h¹
3797	𗣅	ŋwu²	5	2.01	ɴwuʶ²	ŋwu̱²	ŋwu̱²
3798	𗣫	tsəj¹	6	1.40	tsəʶj¹	tse̱ṁ¹	tse̱ṃ¹
3799	𗼽	sew²	6	2.38	siʶw²	si̱w²	si̱w²
3800	𗾙	lew²	9	2.38	liʶw²	li̱w²	li̱w²
3802	𘔱	pja¹	1	1.20	pa¹	pa¹	pa¹
3803	𗦿	pjɨj¹	1	1.42	pəj¹	peṁ¹	peṃ¹
3804	𗣴	wẽ¹	2	1.15	wĩʶ¹	vi̱ṁ¹	vwi̱ṃ¹
3805	𗤧	tśjụ¹	7	1.59	tśụ¹	tśuh¹	tśuh¹
3806	𗻍	bu¹	1	1.01	buʶ¹	bu̱¹	bu̱¹
3807	𗥫	ˑjij¹	8	1.36	ˑje¹	ye¹	ye¹
3808	𗾶	xju¹	8	1.03	xu¹	hu¹	hu¹
3809	𘕀	dzji̱²	6	2.12	ndzi²	ndzi²	ndzi²
3810	𘚱	ljɨ²	9	2.27	lə²	lə²	lə²
3811	𗃽	war¹	2	1.80	waʶr¹	rva̱r¹	rvwa̱r¹
3812	𗇌	lu²	9	2.01	luʶ²	lu̱²	lu̱²
3813	𗐤	wjịj²	2	2.54	wẹ²	veh²	veh²
3815	𗇎	wjịj²	2	2.54	wẹ²	veh²	veh²
3816	𗐟	tśji²	7	2.09	tśi²	tśi²	tśi²
3817	𗐧	njij²	3	2.33	ne²	ne²	ne²
3818	𗇋	mjijr²	1	2.68	mer²	rmer²	rmer²
3819	𘛃	lu²	9	2.01	luʶ²	lu̱²	lu̱²
3820	𗐡	tśjɨ¹	7	1.29	tśə¹	tśə¹	tśə¹
3821	𗐣	lu²	9	2.01	luʶ²	lu̱²	lu̱²
3822	𗐝	ɣjiw²	8	2.40	ɣiw²	γiw²	ghiw²
3823	𘝕	nej²	3	2.30	neʶ²	ne̱²	ne̱²
3824	𗐦	lu²	9	2.01	luʶ²	lu̱²	lu̱²
