No,LFW,character,GHC,GX,rhyme,meaning,page number,character number
6744,5754,𗯹,lju²,lu²,2.03,捕₁,03.34B.7,7
6745,5880,𗳒,ŋwu²,ŋwu̱²,2.01,ɪɴꜱ,03.34B.7,8
6746,0558,𗌹,njijr¹,rner¹,1.74,野,03.34B.7,9
6747,3844,𗭍,dźjịj¹,dźeh¹,1.61,行,03.34B.7,10
6748,0724,𘆄,njɨ²,nə²,2.28,ᴘʟ,03.34B.7,11
6749,0487,𘟤,sjwụ²,swuh²,2.52,活,03.34B.7,12
6750,4225,𗜍,sja¹,sa¹,1.2,殺,03.34B.7,13
6751,3614,𗤷,kạ¹,qa̱h¹,1.63,命,03.34B.7,14
6752,2516,𗦁,ɣie²,γai̱h²,2.59,害,03.34B.7,15
6753,0535,𗡶,śjij¹,śe¹,1.35,順,03.35A.1,1
6754,1608,𘙰,lew²,li̱w²,2.38,同,03.35A.1,2
6755,3317,𗧀,lew¹,li̱w¹,1.43,僅,03.35A.1,3
6756,3057,𗋾,źju²,źu²,2.02,魚,03.35A.1,4
6757,5754,𗯹,lju²,lu²,2.03,捕₁,03.35A.1,5
6758,0558,𗌹,njijr¹,rner¹,1.74,野,03.35A.1,6
6759,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,03.35A.1,7
6760,3844,𗭍,dźjịj¹,dźeh¹,1.61,行,03.35A.1,8
6761,3583,𗫂,tja¹,ta¹,1.2,者,03.35A.1,9
6762,0582,𘝶,thjij²,the²,2.33,何,03.35A.1,10
6763,3211,𗦜,sjo²,so²,2.44,云,03.35A.1,11
6764,1259,𗉋,tśiow¹,tṣao̱ṃ¹,1.55,莊,03.35A.1,12
6765,5925,𘕘,tsə¹,tsə̱¹,1.27,子,03.35A.1,13
6766,1045,𘒣,dạ²,da̱h²,2.56,曰,03.35A.1,14
6767,0558,𗌹,njijr¹,rner¹,1.74,野,03.35A.1,15
6768,3844,𗭍,dźjịj¹,dźeh¹,1.61,行,03.35A.2,1
6769,0705,𘅍,zjịj¹,zeh¹,1.61,ᴛɪᴍᴇ.ᴀ,03.35A.2,2
6770,1245,𘝵,ꞏjij¹,ye¹,1.36,自,03.35A.2,3
6771,1543,𗌮,mjor¹,rmor¹,1.9,親,03.35A.2,4
6772,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,03.35A.2,5
6773,4225,𗜍,sja¹,sa¹,1.2,殺,03.35A.2,6
6774,5645,𘏚,tjị²,tih²,2.6,ɴᴍʟᴢ:ʟᴏᴄ,03.35A.2,7
6775,2194,𗤋,mjij¹,me¹,1.36,無,03.35A.2,8
6776,3057,𗋾,źju²,źu²,2.02,魚,03.35A.2,9
6777,5754,𗯹,lju²,lu²,2.03,捕₁,03.35A.2,10
6778,3583,𗫂,tja¹,ta¹,1.2,者,03.35A.2,11
6779,4919,𘗄,dzow¹,dzo̱ṃ¹,1.54,钩,03.35A.2,12
6780,4401,𗜈,zow²,zo̱ṃ²,2.47,持,03.35A.2,13
6781,1542,𗌭,ku¹,qu̱¹,1.01,故,03.35A.2,14
6782,1245,𘝵,ꞏjij¹,ye¹,1.36,自,03.35A.2,15
6783,3456,𗄼,lja¹,la¹,1.2,來,03.35A.3,1
6784,5285,𘃞,ljɨ¹,lə¹,1.29,也,03.35A.3,2
6785,0585,𗉝,śjị²,śih²,2.6,草,03.35A.3,3
6786,3622,𗤫,kjɨ̱r²,rkər²,2.85,屋,03.35A.3,4
6787,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,03.35A.3,5
6788,5905,𘌎,śji²,śi²,2.09,谷,03.35A.3,6
6789,4517,𗡅,dzji¹,dzi¹,1.1,食₁,03.35A.3,7
6790,3058,𗋽,zjɨ̱r²,rzər²,2.85,水,03.35A.3,8
6791,4658,𗠰,thji¹,thi¹,1.11,飲,03.35A.3,9
6792,2098,𗧓,ŋa²,ŋa̱²,2.14,𝟣ꜱɢ,03.35A.3,10
6793,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.35A.3,11
6794,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,03.35A.4,1
6795,2476,𗨍,xiwa¹,hwaa̱¹,1.18,翻,03.35A.4,2
6796,1906,𗅉,niow¹,nuo¹,1.57,後,03.35A.4,3
6797,2639,𗦻,mji̱j²,mme²,2.35,名,03.35A.4,4
6798,5218,𘏉,tśhjwo¹,tśhwow¹,1.48,長,03.35A.4,5
6799,1683,𗚂,sjo²,so²,2.44,翔,03.35A.4,6
6800,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.35A.4,7
6801,0546,𘈫,ꞏu²,γu̱²,2.01,武,03.35A.4,8
6802,5218,𘏉,tśhjwo¹,tśhwow¹,1.48,昌,03.35A.4,9
6803,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.35A.4,10
6804,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.35A.4,11
6805,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.35A.4,12
6806,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.35A.4,13
6807,5545,𘋼,kjur²,rkur²,2.7,志,03.35A.4,14
6808,2724,𗋐,tśhju¹,tśhu¹,1.02,有₁,03.35A.4,15
6809,3070,𗊂,dzjwɨ̣¹,dzwəh¹,1.69,船,03.35A.5,1
6810,3798,𗣫,tsəj¹,tse̱ṃ¹,1.4,小,03.35A.5,2
6811,0089,𗀔,tśhja̱¹,tśhaw¹,1.21,ꜱᴜᴘᴇ,03.35A.5,3
6812,2396,𗶠,dzu̱²,ndzu̱²,2.05,坐,03.35A.5,4
6813,4115,𗞝,gjij²,ge²,2.33,野,03.35A.5,5
6814,1906,𗅉,niow¹,nuo¹,1.57,後,03.35A.5,6
6815,5165,𗯩,twụ¹,twu̱h¹,1.58,處,03.35A.5,7
6816,3830,𘟙,njij²,ne²,2.33,王,03.35A.5,8
6817,4531,𗡙,ꞏjow²,yo̱ṃ²,2.48,讚,03.35A.5,9
6818,5880,𗳒,ŋwu²,ŋwu̱²,2.01,ɪɴꜱ,03.35A.5,10
6819,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,03.35A.5,11
6820,0493,𗸹,sjɨ²,sə²,2.28,辛,03.35A.5,12
6821,3119,𗫔,ꞏji¹,yi¹,1.11,益,03.35A.5,13
6822,1906,𗅉,niow¹,nuo¹,1.57,後,03.35A.5,14
6823,2639,𗦻,mji̱j²,mme²,2.35,名,03.35A.5,15
6824,5297,𘋺,śio̱w¹,ṣuo¹,1.57,叔,03.35A.6,1
6825,0444,𗕸,tśhjow¹,tśhoṃ¹,1.56,復,03.35A.6,2
6826,2574,𗶩,thji²,thi²,2.1,狄,03.35A.6,3
6827,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.35A.6,4
6828,0493,𗸹,sjɨ²,sə²,2.28,辛,03.35A.6,5
6829,5442,𘏸,śiə¹,ṣaə̱¹,1.28,謚,03.35A.6,6
6830,1045,𘒣,dạ²,da̱h²,2.56,曰,03.35A.6,7
6831,3808,𗾶,xju¹,hu¹,1.03,許,03.35A.6,8
6832,0997,𗰔,ꞏjiw²,yiw²,2.4,由,03.35A.6,9
6833,3939,𘝗,ꞏjiw¹,yiw¹,1.45,堯,03.35A.6,10
6834,5306,𘋨,dzjwɨ¹,dzwə¹,1.3,帝,03.35A.6,11
6835,5447,𘋩,do²,do̱²,2.42,ᴛᴇʀᴍ,03.35A.6,12
6836,0581,𘙡,źwe¹,zwi̱¹,1.08,讓,03.35A.6,13
6837,2937,𗂧,lhjịj²,lheh²,2.54,國,03.35A.6,14
6838,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.35A.6,15
6839,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,03.35A.7,1
6840,4868,𗑩,gji̱²,ŋgi²,2.12,願,03.35A.7,2
6841,5970,𘌜,pie¹,pai̱¹,1.09,伯,03.35A.7,3
6842,3119,𗫔,ꞏji¹,yi¹,1.11,夷,03.35A.7,4
6843,2937,𗂧,lhjịj²,lheh²,2.54,國,03.35A.7,5
6844,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.35A.7,6
6845,2590,𗋚,wjɨ²,və²,2.27,ᴘꜰᴠ:ᴏᴜᴛ/ɪᴍᴘ:ᴏᴜᴛ,03.35A.7,7
6846,2180,𗫩,dźjɨr¹,rdźər¹,1.92,棄,03.35A.7,8
6847,5925,𘕘,tsə¹,tsə̱¹,1.27,子,03.35A.7,9
6848,5932,𘋠,mə²,mə̱²,2.25,種,03.35A.7,10
6849,0981,𘔮,ꞏwar²,rvwa̱r²,2.73,物,03.35A.7,11
6850,1139,𗗙,ꞏjij¹,ye¹,1.36,,03.35A.7,12
6851,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,03.35A.7,13
6852,1879,𘈔,bji²,bi²,2.1,避,03.35A.7,14
6853,5113,𘃡,wji¹,vi¹,1.1,為₁,03.35A.7,15
6854,5932,𘋠,mə²,mə̱²,2.25,種,03.35B.1,1
6855,0981,𘔮,ꞏwar²,rvwa̱r²,2.73,物,03.35B.1,2
6856,0496,𘃸,ljịj¹,leh¹,1.61,盛,03.35B.1,3
6857,0705,𘅍,zjịj¹,zeh¹,1.61,ᴛɪᴍᴇ.ᴀ,03.35B.1,4
6858,5902,𘂝,dzəj¹,dze̱ṃ¹,1.4,衰,03.35B.1,5
6859,3583,𗫂,tja¹,ta¹,1.2,者,03.35B.1,6
6860,1490,𗈋,tsur¹,rtsu̱r¹,1.75,冬,03.35B.1,7
6861,0071,𗴲,dźjwij²,dźwe²,2.32,夏,03.35B.1,8
6862,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.35B.1,9
6863,5285,𘃞,ljɨ¹,lə¹,1.29,也,03.35B.1,10
6864,0464,𗴀,so²,so̱²,2.42,高,03.35B.1,11
6865,,,,,,,03.35B.1,12
6866,0463,𗳅,we²,vwi̱²,2.07,危,03.35B.1,13
6867,3583,𗫂,tja¹,ta¹,1.2,者,03.35B.1,14
6868,1288,𘅟,tshji¹,tshi¹,1.11,,03.35B.1,15
6869,2436,𗫴,mja̱¹,mma¹,1.23,果,03.35B.2,1
6870,2063,𗢬,dzjiw¹,dziw¹,1.45,累,03.35B.2,2
6871,0290,𗍊,sju²,su²,2.03,如,03.35B.2,3
6872,5285,𘃞,ljɨ¹,lə¹,1.29,也,03.35B.2,4
6873,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.35B.2,5
6874,2019,𗋕,thja¹,tha¹,1.2,此,03.35B.2,6
6875,0433,𗖵,bju¹,bu¹,1.03,ʀᴇꜰ,03.35B.2,7
6876,4508,𗠇,tjị¹,tih¹,1.67,餐,03.35B.2,8
6877,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,03.35B.2,9
6878,4658,𗠰,thji¹,thi¹,1.11,飲,03.35B.2,10
6879,5880,𗳒,ŋwu²,ŋwu̱²,2.01,ɪɴꜱ,03.35B.2,11
6880,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,03.35B.2,12
6881,3363,𗏋,sji²,si²,2.1,死₁,03.35B.2,13
6882,2019,𗋕,thja¹,tha¹,1.2,此,03.35B.2,14
6883,3589,𗿳,dzjɨj¹,dzeṃ¹,1.42,時,03.35B.2,15
6884,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.35B.3,1
6885,5354,𘌽,thjɨ²,thə²,2.28,此,03.35B.3,2
6886,1139,𗗙,ꞏjij¹,ye¹,1.36,,03.35B.3,3
6887,3202,𗧁,rjir²,rer²,2.68,才,03.35B.3,4
6888,1890,𗹭,bjij²,be²,2.33,高,03.35B.3,5
6889,1519,𘆒,ɣu¹,γu̱¹,1.04,換,03.35B.3,6
6890,2931,𗄾,sej¹,se̱¹,1.33,算,03.35B.3,7
6891,1030,𘑲,tśjow¹,tśoṃ¹,1.56,張,03.35B.4,1
6892,2649,𗤛,tśjow¹,tśoṃ¹,1.56,忠,03.35B.4,2
6893,1906,𗅉,niow¹,nuo¹,1.57,後,03.35B.4,3
6894,2639,𗦻,mji̱j²,mme²,2.35,名,03.35B.4,4
6895,2791,𗿄,khju²,khu²,2.03,巨,03.35B.4,5
6896,1601,𘙾,xow¹,ho̱ṃ¹,1.54,和,03.35B.4,6
6897,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.35B.4,7
6898,1030,𘑲,tśjow¹,tśoṃ¹,1.56,中,03.35B.4,8
6899,3763,𗄽,śiã¹,ṣaa̱ṃ¹,1.25,山,03.35B.4,9
6900,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.35B.4,10
6901,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.35B.4,11
6902,1030,𘑲,tśjow¹,tśoṃ¹,1.56,中,03.35B.4,12
6903,3763,𗄽,śiã¹,ṣaa̱ṃ¹,1.25,山,03.35B.4,13
6904,5993,𘂤,kha¹,qha̱¹,1.17,ɪɴᴛᴇꜱꜱ,03.35B.4,14
6905,3095,𗬀,lwu²,lwu̱²,2.01,隱,03.35B.4,15
6906,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,03.35B.5,1
6907,3118,𗥑,xu¹,hu̱¹,1.01,苻,03.35B.5,2
6908,2219,𘊐,kjij¹,ke¹,1.36,堅,03.35B.5,3
6909,5604,𘝦,dźjɨ,dźə¹,0,ᴇʀɢ,03.35B.5,4
6910,5113,𘃡,wji¹,vi¹,1.1,ᴇʀɢ,03.35B.5,5
6911,0804,𗌽,djɨ²,də²,2.28,ᴘꜰᴠ:ᴀᴜᴛᴏʙ/ɪᴍᴘ:ᴀᴜᴛᴏʙ,03.35B.5,6
6912,3600,𗾤,ɣju¹,γu¹,1.03,喚,03.35B.5,7
6913,4233,𗟔,ko¹,qo̱¹,1.49,車,03.35B.5,8
6914,0685,𘄽,ŋạ²,ŋa̱h²,2.56,好,03.35B.5,9
6915,0764,𘆝,rjijr¹,rer¹,1.74,馬,03.35B.5,10
6916,0541,𗡮,śjwo²,lo²,2.44,美,03.35B.5,11
6917,1452,𗱢,nja¹,na¹,1.2,ᴘꜰᴠ:ᴅᴏᴡɴ/ɪᴍᴘ:ᴅᴏᴡɴ,03.35B.5,12
6918,4039,𗍰,pjọ²,poh²,2.69,乘,03.35B.5,13
6919,3900,𘀟,ꞏo¹,γo̱¹,1.49,腹,03.35B.5,14
6920,2518,𗤶,nji̱j¹,nne¹,1.39,心,03.35B.5,15
6921,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,03.35B.6,1
6922,0500,𘄩,tsjụ¹,tsuh¹,1.59,,03.35B.6,2
6923,5113,𘃡,wji¹,vi¹,1.1,為₁,03.35B.6,3
6924,5880,𗳒,ŋwu²,ŋwu̱²,2.01,ɪɴꜱ,03.35B.6,4
6925,1136,𘇂,gu²,ġu̱²,2.01,中,03.35B.6,5
6926,4719,𗐯,kiẹj²,qae̱h²,2.53,界,03.35B.6,6
6927,2679,𗫡,njɨ²,nə²,2.28,至,03.35B.6,7
6928,4469,𗶹,śji²,śi²,2.09,往₁,03.35B.6,8
6929,3101,𗫸,ꞏjị²,yih²,2.6,,03.35B.6,9
6930,2590,𗋚,wjɨ²,və²,2.27,ᴘꜰᴠ:ᴏᴜᴛ/ɪᴍᴘ:ᴏᴜᴛ,03.35B.6,10
6931,2912,𗆮,lhjwo¹,lhwow¹,1.48,還,03.35B.6,11
6932,2476,𗨍,xiwa¹,hwaa̱¹,1.18,華,03.35B.6,12
6933,3763,𗄽,śiã¹,ṣaa̱ṃ¹,1.25,山,03.35B.6,13
6934,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,03.35B.6,14
6935,2511,𗨛,rjɨr²,rər²,2.77,去,03.35B.6,15
6936,1124,𗘻,djọ¹,doh¹,1.72,悲,03.35B.7,1
6937,0161,𗙥,djịj¹,deh¹,161,嘆,03.35B.7,2
6938,5880,𗳒,ŋwu²,ŋwu̱²,2.01,ɪɴꜱ,03.35B.7,3
6939,1045,𘒣,dạ²,da̱h²,2.56,曰,03.35B.7,4
6940,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.35B.7,5
6941,2098,𗧓,ŋa²,ŋa̱²,2.14,吾,03.35B.7,6
6942,3583,𗫂,tja¹,ta¹,1.2,者,03.35B.7,7
6943,5725,𘃂,wjɨ̣²,vəh²,2.61,東,03.35B.7,8
6944,4871,𘑗,ŋər¹,rŋə̱r¹,1.84,山,03.35B.7,9
6945,0021,𗵚,bju¹,bu¹,1.19,路,03.35B.7,10
6946,2135,𗧯,ꞏji̱j¹,nye¹,1.39,持,03.35B.7,11
6947,3818,𗇋,mjijr²,rmer²,2.68,ɴᴍʟᴢ:ᴀ,03.35B.7,12
6948,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.35B.7,13
6949,3133,𗫈,sjij¹,se¹,1.36,今,03.35B.7,14
6950,2845,𗊭,sej¹,se̱¹,0,西,03.35B.7,15
6951,4871,𘑗,ŋər¹,rŋə̱r¹,1.84,山,03.36A.1,1
6952,5165,𗯩,twụ¹,twu̱h¹,1.58,處,03.36A.1,2
6953,3331,𗪇,bu¹,bu̱¹,1.01,没,03.36A.1,3
6954,4481,𗶷,śjɨ¹,śə¹,1.29,往₂,03.36A.1,4
6955,0795,𘙇,rjɨr²,rər²,2.77,ᴘꜰᴠ:ᴅɪʀ/ɪᴍᴘ:ᴅɪʀ,03.36A.1,5
6956,0676,𘞓,wjij¹,ve¹,1.35,往,03.36A.1,6
6957,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.36A.1,7
6958,4871,𘑗,ŋər¹,rŋə̱r¹,1.84,山,03.36A.1,8
6959,5825,𘋟,rewr²,ri̱wr²,2.78,岸,03.36A.1,9
6960,2679,𗫡,njɨ²,nə²,2.28,至,03.36A.1,10
6961,4469,𗶹,śji²,śi²,2.09,往₁,03.36A.1,11
6962,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,03.36A.1,12
6963,3072,𗢏,sji²,si²,2.1,死₁,03.36A.1,13
6964,4921,𗐾,swẽ¹,swi̱ṃ¹,1.15,宋,03.36A.2,1
6965,2049,𗌅,sjã²,saṃ²,2.24,纖,03.36A.2,2
6966,1906,𗅉,niow¹,nuo¹,1.57,後,03.36A.2,3
6967,5267,𘍑,ljɨj¹,leṃ¹,1.42,令,03.36A.2,4
6968,0653,𗙢,wã²,vwa̱ṃ²,2.22,艾,03.36A.2,5
6969,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.36A.2,6
6970,3951,𘊴,thu¹,thu̱¹,1.01,敦,03.36A.2,7
6971,5595,𗰂,xwo²,hwo̱²,2.42,煌,03.36A.2,8
6972,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.36A.2,9
6973,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.36A.2,10
6974,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.36A.2,11
6975,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.36A.2,12
6976,2045,𗊖,ꞏo²,γo̱²,2.42,酒,03.36A.2,13
6977,3011,𗊓,mə²,mə̱²,2.25,泉,03.36A.2,14
6978,5165,𗯩,twụ¹,twu̱h¹,1.58,處,03.36A.2,15
6979,3095,𗬀,lwu²,lwu̱²,2.01,隱,03.36A.2,16
6980,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,03.36A.3,1
6981,3669,𗽮,na¹,na̱¹,1.17,南,03.36A.3,2
6982,3763,𗄽,śiã¹,ṣaa̱ṃ¹,1.25,山,03.36A.3,3
6983,0289,𗍁,we²,vwi̱²,2.07,城,03.36A.3,4
6984,3266,𗦳,dzju²,dzu²,2.03,主,03.36A.3,5
6985,2736,𘓣,bia̱²,mbaa̱²,2.2,馬,03.36A.3,6
6986,0936,𗘶,gjɨ̱¹,ŋgə¹,1.32,岌,03.36A.3,7
6987,5354,𘌽,thjɨ²,thə²,2.28,此,03.36A.3,8
6988,1139,𗗙,ꞏjij¹,ye¹,1.36,之,03.36A.3,9
6989,3600,𗾤,ɣju¹,γu¹,1.03,喚,03.36A.3,10
6990,4469,𗶹,śji²,śi²,2.09,往₁,03.36A.3,11
6991,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,03.36A.3,12
6992,0046,𘟀,ljij²,le²,2.33,見₁,03.36A.3,13
6993,0433,𗖵,bju¹,bu¹,1.03,ʀᴇꜰ,03.36A.3,14
6994,1124,𗘻,djọ¹,doh¹,1.72,悲,03.36A.3,15
6995,0161,𗙥,djịj¹,deh¹,1.61,嘆,03.36A.4,1
6996,1045,𘒣,dạ²,da̱h²,2.56,曰,03.36A.4,2
6997,0261,𘘮,mjo²,mo²,2.44,我,03.36A.4,3
6998,1139,𗗙,ꞏjij¹,ye¹,1.36,之,03.36A.4,4
6999,2104,𗪘,śji¹,śi¹,1.1,先,03.36A.4,5
7000,5435,𘎳,we̱¹,nvwi̱¹,1.12,生,03.36A.4,6
7001,5993,𘂤,kha¹,qha̱¹,1.17,ɪɴᴛᴇꜱꜱ,03.36A.4,7
7002,5354,𘌽,thjɨ²,thə²,2.28,此,03.36A.4,8
7003,3583,𗫂,tja¹,ta¹,1.2,者,03.36A.4,9
7004,0083,𗵃,we¹,vwi̱¹,1.08,龍,03.36A.4,10
7005,4950,𗑠,rjir²,rir²,2.72,ᴀᴄᴄꜱ,03.36A.4,11
7006,5981,𗈪,ꞏja,a?,0,ᴘꜰᴠ:ᴜᴘ/ɪɴᴛʀɢ,03.36A.4,12
7007,1910,𗅲,tjɨ̣j²,teṃh²,2.55,禮,03.36A.4,13
7008,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.36A.4,14
7009,5285,𘃞,ljɨ¹,lə¹,1.29,也,03.36A.4,15
7010,0824,𗉮,tśhjɨ²,tśhə²,2.27,立,03.36A.5,1
7011,5417,𘃛,rjar²,rar²,2.74,即,03.36A.5,2
7012,0942,𗈇,ljạ¹,lah¹,1.64,北,03.36A.5,3
7013,1551,𗳃,bjị¹,bih¹,1.67,壁,03.36A.5,4
7014,0448,𗖌,gjɨ²,gə²,2.28,一,03.36A.5,5
7015,2590,𗋚,wjɨ²,və²,2.27,ᴘꜰᴠ:ᴏᴜᴛ/ɪᴍᴘ:ᴏᴜᴛ,03.36A.5,6
7016,5755,𘋮,ꞏjar¹,ryar¹,1.82,立,03.36A.5,7
7017,0749,𗟻,phji¹,phi¹,1.11,使₁,03.36A.5,8
7018,5856,𘕿,ɣa²,γa̱²,2.14,ʟᴏᴄ,03.36A.5,9
7019,5404,𘐆,la¹,la̱¹,1.17,記,03.36A.5,10
7020,1822,𗖸,ŋwu̱¹,ŋŋwu̱¹,1.05,曰,03.36A.5,11
7021,3058,𗋽,zjɨ̱r²,rzər²,2.85,水,03.36A.5,12
7022,5825,𘋟,rewr²,ri̱wr²,2.78,岸,03.36A.5,13
7023,0359,𗡞,tụ¹,tu̱h¹,1.58,千,03.36A.5,14
7024,2973,𗁞,tśhja̱²,tśhaw²,1.18,尺,03.36A.5,15
7025,4871,𘑗,ŋər¹,rŋə̱r¹,1.84,山,03.36A.6,1
7026,1551,𗳃,bjị¹,bih¹,1.67,壁,03.36A.6,2
7027,0966,𗕑,khjɨ²,khə²,2.28,萬,03.36A.6,3
7028,1126,𗰧,lhjo̱r¹,lhoṃ²,1.94,丈,03.36A.6,4
7029,5354,𘌽,thjɨ²,thə²,2.28,此,03.36A.6,5
7030,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.36A.6,6
7031,0933,𗲈,ɣjiw²,γiw²,2.4,玉,03.36A.6,7
7032,0290,𗍊,sju²,su²,2.03,如,03.36A.6,8
7033,3508,𗂸,bji²,bi²,2.1,臣,03.36A.6,9
7034,1136,𘇂,gu²,ġu̱²,2.01,中,03.36A.6,10
7035,0206,𗠁,bu̱²,mbu̱²,2.05,勝,03.36A.6,11
7036,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.36A.6,12
7037,3622,𗤫,kjɨ̱r²,rkər²,2.85,屋,03.36A.6,13
7038,0213,𗶚,njij¹,ne¹,1.36,近,03.36A.6,14
7039,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.36A.6,15
7040,5911,𗈲,khwa¹,qhwa̱¹,1.17,遠,03.36A.7,1
7041,1364,𗲠,ŋa¹,ŋa̱¹,1.17,空,03.36A.7,2
7042,2098,𗧓,ŋa²,ŋa̱²,2.14,我,03.36A.7,3
7043,2518,𗤶,nji̱j¹,nne¹,1.39,心,03.36A.7,4
7044,4675,𘍐,rjijr²,rer²,2.68,苦,03.36A.7,5
7045,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.36A.7,6
7046,4921,𗐾,swẽ¹,swi̱ṃ¹,1.15,宋,03.36B.1,1
7047,0775,𗘼,gju̱¹,ŋgu¹,1.07,瑀,03.36B.1,2
7048,1906,𗅉,niow¹,nuo¹,1.57,後,03.36B.1,3
7049,2639,𗦻,mji̱j²,mme²,2.35,名,03.36B.1,4
7050,3628,𗤩,ɣjwã¹,γwaṃ¹,1.26,元,03.36B.1,5
7051,5821,𘌈,ꞏju̱¹,yu¹,1.07,瑜,03.36B.1,6
7052,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.36B.1,7
7053,3951,𘊴,thu¹,thu̱¹,1.01,敦,03.36B.1,8
7054,5595,𗰂,xwo²,hwo̱²,2.42,煌,03.36B.1,9
7055,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.36B.1,10
7056,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.36B.1,11
7057,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.36B.1,12
7058,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.36B.1,13
7059,2797,𗣈,lho,lho̱?,0,出,03.36B.2,1
7060,0021,𗵚,bju¹,bu¹,1.19,路,03.36B.2,2
7061,0105,𗴿,kjụ¹,kuh¹,1.59,求,03.36B.2,3
7062,2518,𗤶,nji̱j¹,nne¹,1.39,心,03.36B.2,4
7063,2724,𗋐,tśhju¹,tśhu¹,1.02,有₁,03.36B.2,5
7064,1661,𗙃,ljĩ¹,liṃ¹,1.16,臨,03.36B.2,6
7065,0586,𗍏,sju²,su²,2.03,松,03.36B.2,7
7066,1936,𗺁,xiəj²,hae̱ṃ²,2.36,薤,03.36B.2,8
7067,3387,𗽘,gjɨ²,gə²,2.28,谷,03.36B.2,9
7068,2983,𗅁,ꞏu²,γu̱²,2.01,ɪɴᴇ,03.36B.2,10
7069,3095,𗬀,lwu²,lwu̱²,2.01,隱,03.36B.2,11
7070,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,03.36B.2,12
7071,1030,𘑲,tśjow¹,tśoṃ¹,1.56,張,03.36B.2,13
7072,1234,𘄱,thjɨj¹,theṃ¹,1.42,天,03.36B.2,14
7073,2456,𗺺,se¹,si̱¹,1.08,錫,03.36B.2,15
7074,4444,𘓁,ljɨ̣¹,lləh¹,1.69,及,03.36B.3,1
7075,2259,𗪨,miej²,mae̱²,2.31,孟,03.36B.3,2
7076,5045,𗑪,kjwĩ¹,kwiṃ¹,1.16,君,03.36B.3,3
7077,0201,𗘺,mjij¹,me¹,1.36,明,03.36B.3,4
7078,0724,𘆄,njɨ²,nə²,2.28,ᴘʟ,03.36B.3,5
7079,5604,𘝦,dźjɨ,dźə¹,0,ᴇʀɢ,03.36B.3,6
7080,5113,𘃡,wji¹,vi¹,1.1,ᴇʀɢ,03.36B.3,7
7081,0804,𗌽,djɨ²,də²,2.28,ᴘꜰᴠ:ᴀᴜᴛᴏʙ/ɪᴍᴘ:ᴀᴜᴛᴏʙ,03.36B.3,8
7082,3600,𗾤,ɣju¹,γu¹,1.03,喚,03.36B.3,9
